stocfl,stocsu,stocsc
"dMrtC1VB07","VB07      ",  -1.00000
"dMrtC3VB07","VB07      ",  -1.00000
"dMrtC4VB07","VB07      ",  -1.00000
"dMrtC2VB07","VB07      ",  -1.00000
"dMrtC5VB07","VB07      ",  -1.00000
"dMC2VB07P1","POC1      ",   1.00000
"dMC2VB07P2","POC2      ",   1.00000
"dMC2VB07P3","POC3      ",   1.00000
"dMN2VB07P1","PON1      ",   1.00000
"dMN2VB07P2","PON2      ",   1.00000
"dMN2VB07P3","PON3      ",   1.00000
"dMP2VB07P1","POP1      ",   1.00000
"dMP2VB07P2","POP2      ",   1.00000
"dMP2VB07P3","POP3      ",   1.00000
"dMS2VB07P1","POS1      ",   1.00000
"dMS2VB07P2","POS2      ",   1.00000
"dMS2VB07P3","POS3      ",   1.00000
"dMC1VB07P5","POC5      ",   1.00000
"dMC3VB07P5","POC5      ",   1.00000
"dMN1VB07P5","PON5      ",   1.00000
"dMN3VB07P5","PON5      ",   1.00000
"dMP1VB07P5","POP5      ",   1.00000
"dMP3VB07P5","POP5      ",   1.00000
"dMS1VB07P5","POS5      ",   1.00000
"dMS3VB07P5","POS5      ",   1.00000
"dMC5VB07P1","POC1      ",   1.00000
"dMC5VB07P2","POC2      ",   1.00000
"dMC5VB07P3","POC3      ",   1.00000
"dMN5VB07P1","PON1      ",   1.00000
"dMN5VB07P2","PON2      ",   1.00000
"dMN5VB07P3","PON3      ",   1.00000
"dMP5VB07P1","POP1      ",   1.00000
"dMP5VB07P2","POP2      ",   1.00000
"dMP5VB07P3","POP3      ",   1.00000
"dMS5VB07P1","POS1      ",   1.00000
"dMS5VB07P2","POS2      ",   1.00000
"dMS5VB07P3","POS3      ",   1.00000
"dMC4VB07P5","POC5      ",   1.00000
"dMN4VB07P5","PON5      ",   1.00000
"dMP4VB07P5","POP5      ",   1.00000
"dMS4VB07P5","POS5      ",   1.00000
"dN1VB07upy","NH4       ",  -1.00000
"dN2VB07upy","NO3       ",  -1.00000
"dP1VB07upy","AAP       ",  -1.00000
"dP2VB07upy","PO4       ",  -1.00000
"dS1VB07upy","SO4       ",  -1.00000
"dS2VB07upy","SUD       ",  -1.00000
"dVB08     ","VB08      ",   1.00000
"dMrtC1VB08","VB08      ",  -1.00000
"dMrtC3VB08","VB08      ",  -1.00000
"dMrtC4VB08","VB08      ",  -1.00000
"dMrtC2VB08","VB08      ",  -1.00000
"dMrtC5VB08","VB08      ",  -1.00000
"dMC2VB08P1","POC1      ",   1.00000
"dMC2VB08P2","POC2      ",   1.00000
"dMC2VB08P3","POC3      ",   1.00000
"dMN2VB08P1","PON1      ",   1.00000
"dMN2VB08P2","PON2      ",   1.00000
"dMN2VB08P3","PON3      ",   1.00000
"dMP2VB08P1","POP1      ",   1.00000
"dMP2VB08P2","POP2      ",   1.00000
"dMP2VB08P3","POP3      ",   1.00000
"dMS2VB08P1","POS1      ",   1.00000
"dMS2VB08P2","POS2      ",   1.00000
"dMS2VB08P3","POS3      ",   1.00000
"dMC1VB08P5","POC5      ",   1.00000
"dMC3VB08P5","POC5      ",   1.00000
"dMN1VB08P5","PON5      ",   1.00000
"dMN3VB08P5","PON5      ",   1.00000
"dMP1VB08P5","POP5      ",   1.00000
"dMP3VB08P5","POP5      ",   1.00000
"dMS1VB08P5","POS5      ",   1.00000
"dMS3VB08P5","POS5      ",   1.00000
"dMC5VB08P1","POC1      ",   1.00000
"dMC5VB08P2","POC2      ",   1.00000
"dMC5VB08P3","POC3      ",   1.00000
"dMN5VB08P1","PON1      ",   1.00000
"dMN5VB08P2","PON2      ",   1.00000
"dMN5VB08P3","PON3      ",   1.00000
"dMP5VB08P1","POP1      ",   1.00000
"dMP5VB08P2","POP2      ",   1.00000
"dMP5VB08P3","POP3      ",   1.00000
"dMS5VB08P1","POS1      ",   1.00000
"dMS5VB08P2","POS2      ",   1.00000
"dMS5VB08P3","POS3      ",   1.00000
"dMC4VB08P5","POC5      ",   1.00000
"dMN4VB08P5","PON5      ",   1.00000
"dMP4VB08P5","POP5      ",   1.00000
"dMS4VB08P5","POS5      ",   1.00000
"dN1VB08upy","NH4       ",  -1.00000
"dN2VB08upy","NO3       ",  -1.00000
"dP1VB08upy","AAP       ",  -1.00000
"dP2VB08upy","PO4       ",  -1.00000
"dS1VB08upy","SO4       ",  -1.00000
"dS2VB08upy","SUD       ",  -1.00000
"dVB09     ","VB09      ",   1.00000
"dMrtC1VB09","VB09      ",  -1.00000
"dMrtC3VB09","VB09      ",  -1.00000
"dMrtC4VB09","VB09      ",  -1.00000
"dMrtC2VB09","VB09      ",  -1.00000
"dMrtC5VB09","VB09      ",  -1.00000
"dMC2VB09P1","POC1      ",   1.00000
"dMC2VB09P2","POC2      ",   1.00000
"dMC2VB09P3","POC3      ",   1.00000
"dMN2VB09P1","PON1      ",   1.00000
"dMN2VB09P2","PON2      ",   1.00000
"dMN2VB09P3","PON3      ",   1.00000
"dMP2VB09P1","POP1      ",   1.00000
"dMP2VB09P2","POP2      ",   1.00000
"dMP2VB09P3","POP3      ",   1.00000
"dMS2VB09P1","POS1      ",   1.00000
"dMS2VB09P2","POS2      ",   1.00000
"dMS2VB09P3","POS3      ",   1.00000
"dMC1VB09P5","POC5      ",   1.00000
"dMC3VB09P5","POC5      ",   1.00000
"dMN1VB09P5","PON5      ",   1.00000
"dMN3VB09P5","PON5      ",   1.00000
"dMP1VB09P5","POP5      ",   1.00000
"dMP3VB09P5","POP5      ",   1.00000
"dMS1VB09P5","POS5      ",   1.00000
"dMS3VB09P5","POS5      ",   1.00000
"dMC5VB09P1","POC1      ",   1.00000
"dMC5VB09P2","POC2      ",   1.00000
"dMC5VB09P3","POC3      ",   1.00000
"dMN5VB09P1","PON1      ",   1.00000
"dMN5VB09P2","PON2      ",   1.00000
"dMN5VB09P3","PON3      ",   1.00000
"dMP5VB09P1","POP1      ",   1.00000
"dMP5VB09P2","POP2      ",   1.00000
"dMP5VB09P3","POP3      ",   1.00000
"dMS5VB09P1","POS1      ",   1.00000
"dMS5VB09P2","POS2      ",   1.00000
"dMS5VB09P3","POS3      ",   1.00000
"dMC4VB09P5","POC5      ",   1.00000
"dMN4VB09P5","PON5      ",   1.00000
"dMP4VB09P5","POP5      ",   1.00000
"dMS4VB09P5","POS5      ",   1.00000
"dN1VB09upy","NH4       ",  -1.00000
"dN2VB09upy","NO3       ",  -1.00000
"dP1VB09upy","AAP       ",  -1.00000
"dP2VB09upy","PO4       ",  -1.00000
"dS1VB09upy","SO4       ",  -1.00000
"dS2VB09upy","SUD       ",  -1.00000
